results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/languageCode,results/resultEndTime,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word
0.96399021, descriptivo descriptiva,6741.100s,6739.800s,descriptivo,es-es,6742.850s,6742.500s,6741.100s,descriptiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descubierto descubierta,6744.600s,6743.300s,descubierto,es-es,6745.990s,6745.700s,6744.600s,descubierta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descubridor descubridora,6747.700s,6746.500s,descubridor,es-es,6749.600s,6749.200s,6747.700s,descubridora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descubrimiento,6751.400s,6750s,descubrimiento,es-es,6751.710s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descubrir,6753.400s,6752.400s,descubrir,es-es,6753.820s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descuento,6755.500s,6754.400s,descuento,es-es,6755.790s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descuidar,6757.800s,6756.700s,descuidar,es-es,6758.200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, descuido,6759.800s,6758.900s,descuido,es-es,6760.160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desde,6761.900s,6760.900s,desde,es-es,6762.260s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desdén,6764s,6763s,desdén,es-es,6764.380s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desdicha,6766.100s,6765.100s,desdicha,es-es,6766.470s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deseable,6768.500s,6767.500s,deseable,es-es,6768.850s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desear,6770.700s,6769.700s,desear,es-es,6771.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81375122, desecar,6773s,6772s,desecar,es-es,6773.430s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desechar,6775.200s,6774s,desechar,es-es,6775.600s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84429204, desecho,6777.300s,6776.400s,desecho,es-es,6777.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desembarcar,6779.600s,6778.400s,desembarcar,es-es,6779.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desembarco,6781.700s,6780.500s,desembarco,es-es,6782.020s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desembocadura,6784s,6782.800s,desembocadura,es-es,6784.280s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desembocar,6786.200s,6785s,desembocar,es-es,6786.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desempeñar,6788.600s,6787.300s,desempeñar,es-es,6788.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desempleo,6790.800s,6789.700s,desempleo,es-es,6791.090s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desengañar,6792.900s,6791.700s,desengañar,es-es,6793.270s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desengaño,6795.100s,6794s,desengaño,es-es,6795.430s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desenlace,6797.700s,6796.500s,desenlace,es-es,6798.030s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desenterrar,6800s,6798.700s,desenterrar,es-es,6800.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desenvolver,6802s,6800.900s,desenvolver,es-es,6802.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deseo,6803.700s,6802.900s,deseo,es-es,6804.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deseoso deseosa,6806.100s,6805s,deseoso,es-es,6807.600s,6807.300s,6806.100s,deseosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desequilibrio,6809.500s,6808.300s,desequilibrio,es-es,6809.800s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desertar,6811.500s,6810.500s,desertar,es-es,6811.880s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8855347, desértico desértica,6813.500s,6812.500s,desértico,es-es,6815.140s,6814.800s,6813.500s,desértica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desesperación,6817.200s,6816s,desesperación,es-es,6817.550s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desesperado desesperada,6819.100s,6818s,desesperado,es-es,6820.580s,6820.300s,6819.100s,desesperada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desesperar,6822.200s,6821.100s,desesperar,es-es,6822.620s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desfavorable,6824.300s,6823.100s,desfavorable,es-es,6824.660s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desfigurar,6826.300s,6825.200s,desfigurar,es-es,6826.710s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desfilar,6828.200s,6827.200s,desfilar,es-es,6828.550s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desfile,6830.300s,6829.300s,desfile,es-es,6830.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96076977, desgastar desgaste,6832.500s,6831.400s,desgastar,es-es,6834.660s,6834.300s,6832.500s,desgaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desgracia,6836.300s,6835.100s,desgracia,es-es,6836.600s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, ciado desgraciada,6838.200s,6837.100s,ciado,es-es,6840.160s,6839.800s,6838.200s,desgraciada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deshacer,6841.800s,6840.800s,deshacer,es-es,6842.250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94357955, desierto desierta,6843.800s,6842.700s,desierto,es-es,6845.390s,6845.100s,6843.800s,desierta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7752673, designación designar,6847.200s,6846s,designación,es-es,6849.340s,6849s,6847.200s,designar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desigual,6850.700s,6849.700s,desigual,es-es,6851.040s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desigualdad,6852.500s,6851.400s,desigualdad,es-es,6852.960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75423449, definición,6854.700s,6853.500s,definición,es-es,6855.070s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desinfectar,6857s,6855.800s,desinfectar,es-es,6857.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desintegrar,6859.200s,6858.100s,desintegrar,es-es,6859.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desinterés,6861.500s,6860.300s,desinterés,es-es,6861.840s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desinteresado desinteresada,6863.900s,6862.600s,desinteresado,es-es,6865.800s,6865.500s,6863.900s,desinteresada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deslizar,6869.700s,6868.600s,deslizar,es-es,6870.060s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deslumbrante,6872s,6870.800s,deslumbrante,es-es,6872.380s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, deslumbrar,6874.400s,6873.300s,deslumbrar,es-es,6874.850s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desmayarte,6876.400s,6875.400s,desmayarte,es-es,6876.860s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desmayo,6878.400s,6877.400s,desmayo,es-es,6878.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desmentir,6881.200s,6880s,desmentir,es-es,6881.580s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desmesurado desmesurada,6883.200s,6882.100s,desmesurado,es-es,6884.890s,6884.600s,6883.200s,desmesurada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desmontar,6886.700s,6885.600s,desmontar,es-es,6887.090s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desnivel,6888.800s,6887.700s,desnivel,es-es,6889.190s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desnudar,6890.900s,6889.800s,desnudar,es-es,6891.240s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desnudo desnuda,6892.900s,6891.700s,desnudo,es-es,6894.170s,6893.800s,6892.900s,desnuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desnutrición,6895.800s,6894.600s,desnutrición,es-es,6896.250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desobedecer,6897.900s,6896.600s,desobedecer,es-es,6898.190s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89522094, desocupado desocupada,6900s,6898.800s,desocupado,es-es,6901.800s,6901.500s,6900s,desocupada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75628823, desolar,6903.500s,6902.600s,desolar,es-es,6903.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80341536, desorden desordenar,6905.500s,6904.500s,desorden,es-es,6907.800s,6907.400s,6905.500s,desordenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desorientar,6909.700s,6908.400s,desorientar,es-es,6910.080s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despachar,6911.900s,6910.900s,despachar,es-es,6912.260s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despacho,6914s,6913s,despacho,es-es,6914.290s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despacio,6915.900s,6914.800s,despacio,es-es,6916.250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despecho,6918s,6917s,despecho,es-es,6918.380s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despectivo despectiva,6920.300s,6919.100s,despectivo,es-es,6922.180s,6921.800s,6920.300s,despectiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.55393928, despedida,6923.600s,6922.700s,despedida,es-es,6923.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despedir despegar,6925.500s,6924.500s,despedir,es-es,6927.740s,6927.300s,6925.500s,despegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despejado despejada,6931.500s,6930.300s,despejado,es-es,6933.100s,6932.800s,6931.500s,despejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94299275, despejar,6935s,6934s,despejar,es-es,6935.370s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desperdiciar,6937.700s,6936.500s,desperdiciar,es-es,6938.010s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93076026, desperdicio,6939.800s,6938.600s,desperdicio,es-es,6940.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despertador,6942.100s,6941s,despertador,es-es,6942.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despertar,6944.100s,6943s,despertar,es-es,6944.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despiadado despiadada,6946.500s,6945.400s,despiadado,es-es,6948.400s,6948.100s,6946.500s,despiadada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despido,6950.100s,6949.100s,despido,es-es,6950.420s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despierto despierta,6952.300s,6951.300s,despierto,es-es,6954.050s,6953.700s,6952.300s,despierta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despilfarro,6956.100s,6955s,despilfarro,es-es,6956.450s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desplazamiento,6958.500s,6957.200s,desplazamiento,es-es,6958.830s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desplazar,6960.600s,6959.400s,desplazar,es-es,6960.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desplegar,6962.800s,6961.700s,desplegar,es-es,6963.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despoblado despoblada,6965s,6963.800s,despoblado,es-es,6966.680s,6966.400s,6965s,despoblada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despojar,6968.500s,6967.400s,despojar,es-es,6968.830s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, déspota,6970.500s,6969.500s,déspota,es-es,6970.870s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despreciable,6972.800s,6971.600s,despreciable,es-es,6973.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, despreciar,6975.100s,6974s,despreciar,es-es,6975.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desprecio,6977.300s,6976.100s,desprecio,es-es,6977.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desprender,6979.500s,6978.400s,desprender,es-es,6979.850s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desprestigiar,6982.100s,6980.700s,desprestigiar,es-es,6982.370s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desproporción,6984.400s,6983.100s,desproporción,es-es,6984.800s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89785254, desproporcionado desproporcionada,6986.900s,6985.600s,desproporcionado,es-es,6988.730s,6988.400s,6986.900s,desproporcionada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, después,6990.300s,6989.400s,después,es-es,6990.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destacado destacada,6992.500s,6991.200s,destacado,es-es,6994.100s,6993.700s,6992.500s,destacada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destacamento,6996.400s,6995.200s,destacamento,es-es,6996.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destacar,6999.200s,6998.200s,destacar,es-es,6999.650s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destapador,7001.300s,7000.300s,destapador,es-es,7001.710s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desterrar destierro,7003.400s,7002.200s,desterrar,es-es,7005.510s,7005.200s,7003.400s,destierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destilería,7007.200s,7006.100s,destilería,es-es,7007.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destinar,7009.200s,7008.200s,destinar,es-es,7009.560s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destinatario destinataria,7011.300s,7010s,destinatario,es-es,7012.850s,7012.500s,7011.300s,destinataria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destino,7014.400s,7013.400s,destino,es-es,7014.720s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destitución,7016.600s,7015.400s,destitución,es-es,7016.990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destituir,7018.600s,7017.400s,destituir,es-es,7018.970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destreza,7020.400s,7019.400s,destreza,es-es,7020.730s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, destrozar,7022.600s,7021.300s,destrozar,es-es,7022.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94203329, destrucción destruir,7024.700s,7023.500s,destrucción,es-es,7026.930s,7026.500s,7024.700s,destruir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83469301, desuso,7028.400s,7027.400s,desuso,es-es,7028.770s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desvelar,7030.200s,7029.200s,desvelar,es-es,7030.630s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desventaja,7032.300s,7031.100s,desventaja,es-es,7032.650s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desventura,7034.200s,7033.100s,desventura,es-es,7034.560s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, desviar,7036.200s,7035.200s,desviar,es-es,7036.600s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detallado detallada,7038.200s,7037.100s,detallado,es-es,7039.670s,7039.400s,7038.200s,detallada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detalle,7041.200s,7040.200s,detalle,es-es,7041.570s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detectar,7043.400s,7042.400s,detectar,es-es,7043.810s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detective,7045.500s,7044.300s,detective,es-es,7045.780s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detención,7047.700s,7046.400s,detención,es-es,7048.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detener,7049.600s,7048.600s,detener,es-es,7049.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detenidamente,7051.600s,7050.600s,detenidamente,es-es,7052.190s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95518148, detenido detenida,7053.800s,7052.700s,detenido,es-es,7055.250s,7054.900s,7053.800s,detenida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, detergente,7057.100s,7056s,detergente,es-es,7057.530s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
